"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"37139-101834","P","Joseph","Joseph Harvey","Harvey","6","9","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-84433","P","Tim","Tim Peterson","Peterson","3.1666666666666665","6","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-101843","P","Gerardo","Gerardo Reyes","Reyes","4.882352941176471","17","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-13783","P","Hector","Hector Santiago","Santiago","3.75","8","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-80344","P","Sam","Sam Gaviglio","Gaviglio","8.852941176470589","34","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-80346","P","Giovanny","Giovanny Gallegos","Gallegos","8.128205128205128","39","5500","STL@PIT","STL","PIT","","","","",""
"37139-5599","P","Trevor","Trevor Cahill","Cahill","12.19047619047619","21","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-84452","P","Caleb","Caleb Ferguson","Ferguson","4.44","25","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-85489","P","Jimmy","Jimmy Cordero","Cordero","1","2","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-52727","P","Jake","Jake Barrett","Barrett","2.5","2","5500","NYY@MIN","NYY","MIN","IL","Elbow","","",""
"37139-95737","P","Ian","Ian Hamilton","Hamilton","3.3","10","5500","MIA@CWS","CWS","MIA","IL","Face","","",""
"37139-96760","P","Kyle","Kyle McGowin","McGowin","9","5","5500","COL@WAS","WAS","COL","","","","",""
"37139-52733","P","Scott","Scott Alexander","Alexander","2.7142857142857144","28","5500","LAA@LOS","LOS","LAA","IL","Forearm","","",""
"37139-62982","P","Cody","Cody Anderson","Anderson","5.2","5","5500","CLE@TOR","CLE","TOR","IL","Elbow","","",""
"37139-53767","P","Dan","Dan Winkler","Winkler","4.185185185185185","27","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-85517","P","Trey","Trey Wingenter","Wingenter","5.921052631578948","38","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-95757","P","Andrew","Andrew Vasquez","Vasquez","-9","1","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-13838","P","Justin","Justin Miller","Miller","3.823529411764706","17","5500","COL@WAS","WAS","COL","IL","Shoulder","","",""
"37139-101904","P","Jordan","Jordan Romano","Romano","10","4","5500","CLE@TOR","TOR","CLE","IL","Oblique","","",""
"37139-71189","P","Brooks","Brooks Pounders","Pounders","4","7","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-101908","P","Elvis","Elvis Luciano","Luciano","5.2631578947368425","19","5500","CLE@TOR","TOR","CLE","IL","Elbow","","",""
"37139-82456","P","Kazuhisa","Kazuhisa Makita","Makita","5.666666666666667","27","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-16922","P","Wei-Yin","Wei-Yin Chen","Chen","4.137931034482759","29","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-95771","P","Eric","Eric Hanhold","Hanhold","2.3333333333333335","3","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-85530","P","Jacob","Jacob Nix","Nix","12.777777777777779","9","5500","SDP@NYM","SDP","NYM","IL","Elbow","","",""
"37139-95770","P","Caleb","Caleb Frare","Frare","1.6","5","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-95773","P","Austen","Austen Williams","Williams","-7","2","5500","COL@WAS","WAS","COL","IL","Shoulder","","",""
"37139-79390","P","Michael","Michael Kopech","Kopech","18.5","4","5500","MIA@CWS","CWS","MIA","IL","Elbow","","",""
"37139-95774","P","Jeff","Jeff Brigham","Brigham","8.875","8","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-64044","P","Tyler","Tyler Duffey","Duffey","6.066666666666666","30","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-5683","P","Oliver","Oliver Perez","Perez","4","40","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-71218","P","Dylan","Dylan Floro","Floro","4.621621621621622","37","5500","LAA@LOS","LOS","LAA","IL","Neck","","",""
"37139-12860","P","Zack","Zack Britton","Britton","4.813953488372093","43","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-80446","P","Drew","Drew Steckenrider","Steckenrider","3.6666666666666665","15","5500","MIA@CWS","MIA","CWS","IL","Elbow","","",""
"37139-80461","P","Ryne","Ryne Harper","Harper","5.0227272727272725","44","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-80460","P","John","John Brebbia","Brebbia","7.023255813953488","43","5500","STL@PIT","STL","PIT","","","","",""
"37139-85582","P","Chad","Chad Sobotka","Sobotka","4.75","24","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-81488","P","Jose","Jose Ruiz","Ruiz","3.5714285714285716","28","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-81490","P","Chris","Chris Flexen","Flexen","4.875","8","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-16982","P","Ryan","Ryan Tepera","Tepera","3","12","5500","CLE@TOR","TOR","CLE","IL","Elbow","","",""
"37139-85592","P","Daniel","Daniel Zamora","Zamora","2.0833333333333335","12","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-16986","P","Alex","Alex Colome","Colome","4.9743589743589745","39","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-85595","P","Justin","Justin Shafer","Shafer","7.25","12","5500","CLE@TOR","TOR","CLE","DTD","Elbow","","",""
"37139-85594","P","Jake","Jake Newberry","Newberry","5.9375","16","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-85600","P","Ryan","Ryan Burr","Burr","5.9375","16","5500","MIA@CWS","CWS","MIA","IL","Elbow","","",""
"37139-81507","P","Aaron","Aaron Bummer","Bummer","6.225806451612903","31","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-17002","P","Evan","Evan Marshall","Marshall","4.344827586206897","29","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-82557","P","Aaron","Aaron Civale","Civale","46","1","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-21118","P","Danny","Danny Salazar","Salazar","0","0","5500","CLE@TOR","CLE","TOR","IL","Shoulder","","",""
"37139-70271","P","Carlos","Carlos Estevez","Estevez","5.6521739130434785","46","5500","COL@WAS","COL","WAS","","","","",""
"37139-5762","P","Francisco","Francisco Liriano","Liriano","5.478260869565218","46","5500","STL@PIT","PIT","STL","","","","",""
"37139-42626","P","Brian","Brian Flynn","Flynn","10.9","10","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-82564","P","Yency","Yency Almonte","Almonte","5.3","10","5500","COL@WAS","COL","WAS","","","","",""
"37139-52871","P","Derek","Derek Law","Law","4.967741935483871","31","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-12937","P","Manny","Manny Banuelos","Banuelos","13.538461538461538","13","5500","MIA@CWS","CWS","MIA","IL","Shoulder","","",""
"37139-52873","P","Joe","Joe Ross","Ross","2.8333333333333335","18","5500","COL@WAS","WAS","COL","","","","",""
"37139-110216","P","Steve","Steve Nogosek","Nogosek","1.8333333333333333","6","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-110219","P","Sean","Sean Poppen","Poppen","9","1","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-17036","P","Dan","Dan Otero","Otero","3.25","20","5500","CLE@TOR","CLE","TOR","IL","Shoulder","","",""
"37139-52877","P","Dominic","Dominic Leone","Leone","4.392857142857143","28","5500","STL@PIT","STL","PIT","","","","",""
"37139-53903","P","Jon","Jon Edwards","Edwards","5","9","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-82587","P","Richard","Richard Lovelady","Lovelady","3.3125","16","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-17054","P","Cody","Cody Allen","Allen","4.32","25","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-81567","P","Taylor","Taylor Cole","Cole","7.875","16","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-109217","P","Phillip","Phillip Diehl","Diehl","0","1","5500","COL@WAS","COL","WAS","","","","",""
"37139-82592","P","Dennis","Dennis Santana","Santana","7","3","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-17058","P","Blake","Blake Parker","Parker","4.833333333333333","36","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-38563","P","Yimi","Yimi Garcia","Garcia","4.512820512820513","39","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-111268","P","Daniel","Daniel Camarena","Camarena","0","0","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-13992","P","Luis","Luis Avilan","Avilan","3.625","16","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-17074","P","Matt","Matt Harvey","Harvey","15.416666666666666","12","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-80568","P","Edgar","Edgar Santana","Santana","4.449275362318841","69","5500","STL@PIT","PIT","STL","IL","Elbow","","",""
"37139-80571","P","Phil","Phil Maton","Maton","3.3333333333333335","21","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-53953","P","Keone","Keone Kela","Kela","4","14","5500","STL@PIT","PIT","STL","NA","Suspension","","",""
"37139-82629","P","Luis","Luis Escobar","Escobar","4.666666666666667","3","5500","STL@PIT","PIT","STL","","","","",""
"37139-17094","P","Jake","Jake Diekman","Diekman","5.065217391304348","46","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-82633","P","Michel","Michel Baez","Baez","0","0","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-17100","P","Jeurys","Jeurys Familia","Familia","3.7027027027027026","37","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-54989","P","Odrisamer","Odrisamer Despaigne","Despaigne","7.666666666666667","3","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-81615","P","Tim","Tim Mayza","Mayza","4","45","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-82639","P","Ryan","Ryan Helsley","Helsley","8","8","5500","STL@PIT","STL","PIT","","","","",""
"37139-17103","P","Sam","Sam Freeman","Freeman","3","1","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-81614","P","Thyago","Thyago Vieira","Vieira","5","6","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-82638","P","Jordan","Jordan Hicks","Hicks","5.551724137931035","29","5500","STL@PIT","STL","PIT","IL","Elbow","","",""
"37139-13010","P","David","David Phelps","Phelps","5.285714285714286","14","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-5843","P","Jerry","Jerry Blevins","Blevins","4.115384615384615","26","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-14039","P","Addison","Addison Reed","Reed","4.036363636363636","55","5500","NYY@MIN","MIN","NYY","DTD","Thumb","","",""
"37139-13019","P","Garrett","Garrett Richards","Richards","27.6875","16","5500","SDP@NYM","SDP","NYM","IL","Elbow","","",""
"37139-112348","P","Cody","Cody Stashak","Stashak","0","0","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-17118","P","Robbie","Robbie Erlin","Erlin","6.185185185185185","27","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-14047","P","Brad","Brad Boxberger","Boxberger","4.103448275862069","29","5500","COL@WAS","WAS","COL","","","","",""
"37139-13025","P","Pedro","Pedro Baez","Baez","5.021739130434782","46","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-14049","P","Bryan","Bryan Shaw","Shaw","4.285714285714286","49","5500","COL@WAS","COL","WAS","","","","",""
"37139-17123","P","Chris","Chris Rusin","Rusin","-4.5","2","5500","COL@WAS","COL","WAS","","","","",""
"37139-17124","P","Chad","Chad Bettis","Bettis","5.193548387096774","31","5500","COL@WAS","COL","WAS","","","","",""
"37139-81642","P","A.J.","A.J. Minter","Minter","3.935483870967742","31","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-52977","P","Ken","Ken Giles","Giles","7.818181818181818","33","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-84727","P","Drew","Drew Smith","Smith","4.111111111111111","27","5500","SDP@NYM","NYM","SDP","IL","Elbow","","",""
"37139-104185","P","Montana","Montana DuRapau","DuRapau","3.888888888888889","9","5500","STL@PIT","PIT","STL","","","","",""
"37139-84733","P","Wes","Wes Parsons","Parsons","4.3125","16","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-84732","P","Robert","Robert Stock","Stock","4.7","10","5500","SDP@NYM","SDP","NYM","IL","Biceps","","",""
"37139-52994","P","Casey","Casey Sadler","Sadler","7.846153846153846","13","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-39686","P","Carlos","Carlos Martinez","Martinez","5.826086956521739","23","5500","STL@PIT","STL","PIT","","","","",""
"37139-5911","P","Ross","Ross Detwiler","Detwiler","10.5","4","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-53021","P","Nick","Nick Wittgren","Wittgren","6.323529411764706","34","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-5933","P","Ryan","Ryan Feierabend","Feierabend","4","2","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-13107","P","JC","JC Ramirez","Ramirez","5.5","2","5500","LAA@LOS","LAA","LOS","IL","Elbow","","",""
"37139-53043","P","Jesse","Jesse Hahn","Hahn","0","0","5500","KAN@ATL","KAN","ATL","IL","Elbow","","",""
"37139-53045","P","Scott","Scott Oberg","Oberg","7.2926829268292686","41","5500","COL@WAS","COL","WAS","","","","",""
"37139-53048","P","Cam","Cam Bedrosian","Bedrosian","5.7555555555555555","45","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-13118","P","Justin","Justin Wilson","Wilson","4.529411764705882","17","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-82775","P","Nestor","Nestor Cortes Jr.","Cortes Jr.","13.571428571428571","14","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-62297","P","Tyler","Tyler Olson","Olson","3.7714285714285714","35","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-11108","P","Aroldis","Aroldis Chapman","Chapman","6.5","40","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-68458","P","Seunghwan","Seunghwan Oh","Oh","3.0476190476190474","21","5500","COL@WAS","COL","WAS","DTD","Elbow","","",""
"37139-68467","P","Chris","Chris Ellis","Ellis","3","1","5500","STL@PIT","STL","PIT","","","","",""
"37139-70517","P","Chad","Chad Green","Green","6.7272727272727275","33","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-15222","P","Wilmer","Wilmer Font","Font","8.307692307692308","26","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-63351","P","Ryan","Ryan O'Rourke","O'Rourke","3.5","2","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-68475","P","JT","JT Chargois","Chargois","6.833333333333333","12","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-68476","P","Taylor","Taylor Rogers","Rogers","7.7894736842105265","38","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-13183","P","Dellin","Dellin Betances","Betances","7.712121212121212","66","5500","NYY@MIN","NYY","MIN","IL","Lat","","",""
"37139-13184","P","Adam","Adam Warren","Warren","5.36","25","5500","SDP@NYM","SDP","NYM","IL","Forearm","","",""
"37139-68484","P","Chad","Chad Kuhl","Kuhl","23.944444444444443","18","5500","STL@PIT","PIT","STL","IL","Elbow","","",""
"37139-68487","P","Tayron","Tayron Guerrero","Guerrero","4.342105263157895","38","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-108422","P","Ryan","Ryan Eades","Eades","15","1","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-82836","P","Julian","Julian Fernandez","Fernandez","0","0","5500","MIA@CWS","MIA","CWS","IL","Elbow","","",""
"37139-68503","P","Ty","Ty Buttrey","Buttrey","6.733333333333333","45","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-68505","P","Carson","Carson Fulmer","Fulmer","6.166666666666667","12","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-8101","P","Ian","Ian Kennedy","Kennedy","5.575","40","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-80804","P","Tyler","Tyler Webb","Webb","3.5945945945945947","37","5500","STL@PIT","STL","PIT","","","","",""
"37139-6057","P","Andrew","Andrew Miller","Miller","4.911111111111111","45","5500","STL@PIT","STL","PIT","","","","",""
"37139-68530","P","Jarlin","Jarlin Garcia","Garcia","5.346153846153846","26","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-68540","P","Rookie","Rookie Davis","Davis","7.6","5","5500","STL@PIT","PIT","STL","IL","Forearm","","",""
"37139-64446","P","Kyle","Kyle Barraclough","Barraclough","3.6875","32","5500","COL@WAS","WAS","COL","","","","",""
"37139-68542","P","Robert","Robert Gsellman","Gsellman","5.386363636363637","44","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-68545","P","Stephen","Stephen Tarpley","Tarpley","5.230769230769231","13","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-80832","P","Trevor","Trevor Hildenberger","Hildenberger","3","19","5500","NYY@MIN","MIN","NYY","IL","Arm","","",""
"37139-68548","P","Edwin","Edwin Diaz","Diaz","5.878048780487805","41","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-52169","P","Kohl","Kohl Stewart","Stewart","13","5","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-13258","P","Wily","Wily Peralta","Peralta","3.0238095238095237","42","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-5069","P","Craig","Craig Stammen","Stammen","5.083333333333333","48","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-5074","P","Tyler","Tyler Clippard","Clippard","5.241379310344827","29","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-52181","P","Nick","Nick Kingham","Kingham","7.208333333333333","24","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-71636","P","Koda","Koda Glover","Glover","2.909090909090909","22","5500","COL@WAS","WAS","COL","IL","Forearm","","",""
"37139-82911","P","Adam","Adam Cimber","Cimber","4.325581395348837","43","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-52191","P","Kyle","Kyle Crick","Crick","5.526315789473684","38","5500","STL@PIT","PIT","STL","","","","",""
"37139-52192","P","Luke","Luke Jackson","Jackson","7.133333333333334","45","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-12257","P","Adam","Adam Ottavino","Ottavino","6.659574468085107","47","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-70624","P","Chris","Chris Stratton","Stratton","9.5","18","5500","STL@PIT","PIT","STL","","","","",""
"37139-52196","P","A.J.","A.J. Cole","Cole","6.0476190476190474","21","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-110564","P","Chris","Chris Mazza","Mazza","7.25","4","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-15336","P","Kelvin","Kelvin Herrera","Herrera","3.3947368421052633","38","5500","MIA@CWS","CWS","MIA","IL","Oblique","","",""
"37139-79848","P","Paul","Paul Sewald","Sewald","6","4","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-82923","P","Luke","Luke Bard","Bard","5.4","20","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-82922","P","Tyler","Tyler Kinley","Kinley","4.88","25","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-62444","P","Matt","Matt Grace","Grace","2.642857142857143","42","5500","COL@WAS","WAS","COL","","","","",""
"37139-82924","P","Tim","Tim Hill","Hill","3.8","15","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-5107","P","Sergio","Sergio Romo","Romo","4.675675675675675","37","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-12933","OF","Mike","Mike Trout","Trout","15.87127685546875","94","4900","LAA@LOS","LAA","LOS","","","","",""
"37139-79159","OF","Cody","Cody Bellinger","Bellinger","15.40515514255799","97","4700","LAA@LOS","LOS","LAA","","","","",""
"37139-60643","OF","Aaron","Aaron Judge","Judge","12.704545454545455","44","4500","NYY@MIN","NYY","MIN","","","","",""
"37139-79756","OF","Ronald","Ronald Acuna Jr.","Acuna Jr.","13.585999755859374","100","4300","KAN@ATL","ATL","KAN","","","","",""
"37139-12302","OF","Giancarlo","Giancarlo Stanton","Stanton","10.811111450195312","9","4200","NYY@MIN","NYY","MIN","IL","Knee","","",""
"37139-5562","1B","Edwin","Edwin Encarnacion","Encarnacion","12.699999463427197","91","4200","NYY@MIN","NYY","MIN","","","","",""
"37139-16951","3B","Anthony","Anthony Rendon","Rendon","13.994047619047619","84","4200","COL@WAS","WAS","COL","","","","",""
"37139-16952","SS","Francisco","Francisco Lindor","Lindor","12.146250152587891","80","4200","CLE@TOR","CLE","TOR","","","","",""
"37139-13567","3B","DJ","DJ LeMahieu","LeMahieu","13.070329938616071","91","4100","NYY@MIN","NYY","MIN","","","","",""
"37139-13719","3B","Nolan","Nolan Arenado","Arenado","12.4857140365912","98","4100","COL@WAS","COL","WAS","","","","",""
"37139-82614","1B","Pete","Pete Alonso","Alonso","13.119387256855868","98","4100","SDP@NYM","NYM","SDP","","","","",""
"37139-52176","2B","Max","Max Muncy","Muncy","12.17550970583546","98","4100","LAA@LOS","LOS","LAA","","","","",""
"37139-38976","3B","Jose","Jose Ramirez","Ramirez","10.311458587646484","96","4000","CLE@TOR","CLE","TOR","","","","",""
"37139-11334","1B","Freddie","Freddie Freeman","Freeman","13.74","100","4000","KAN@ATL","ATL","KAN","","","","",""
"37139-79393","SS","Fernando","Fernando Tatis Jr.","Tatis Jr.","14.098437309265137","64","4000","SDP@NYM","SDP","NYM","","","","",""
"37139-5763","OF","Nelson","Nelson Cruz","Cruz","12.220833672417534","72","4000","NYY@MIN","MIN","NYY","","","","",""
"37139-17086","OF","Marcell","Marcell Ozuna","Ozuna","12.732467849533279","77","4000","STL@PIT","STL","PIT","IL","Finger","","",""
"37139-12113","3B","Josh","Josh Donaldson","Donaldson","11.67628840810245","97","4000","KAN@ATL","ATL","KAN","","","","",""
"37139-13229","OF","Charlie","Charlie Blackmon","Blackmon","14.339024985708841","82","4000","COL@WAS","COL","WAS","","","","",""
"37139-52158","SS","Trevor","Trevor Story","Story","13.95172469917385","87","4000","COL@WAS","COL","WAS","","","","",""
"37139-13423","OF","Starling","Starling Marte","Marte","12.2397724498402","88","3900","STL@PIT","PIT","STL","","","","",""
"37139-65881","SS","Trea","Trea Turner","Turner","12.584745762711865","59","3900","COL@WAS","WAS","COL","","","","",""
"37139-12310","1B","Carlos","Carlos Santana","Santana","12.228571677694516","98","3800","CLE@TOR","CLE","TOR","","","","",""
"37139-6197","OF","Justin","Justin Upton","Upton","10","23","3800","LAA@LOS","LAA","LOS","","","","",""
"37139-38040","OF","Eddie","Eddie Rosario","Rosario","11.903658238852897","82","3800","NYY@MIN","MIN","NYY","","","","",""
"37139-83143","OF","Oscar","Oscar Mercado","Mercado","11.618518970630786","54","3800","CLE@TOR","CLE","TOR","","","","",""
"37139-21874","SS","Jorge","Jorge Polanco","Polanco","11.638297872340425","94","3800","NYY@MIN","MIN","NYY","","","","",""
"37139-79272","OF","Lourdes","Lourdes Gurriel Jr.","Gurriel Jr.","12.568750381469727","64","3800","CLE@TOR","TOR","CLE","","","","",""
"37139-79282","OF","Juan","Juan Soto","Soto","12.793182373046875","88","3800","COL@WAS","WAS","COL","","","","",""
"37139-82440","OF","Shohei","Shohei Ohtani","Ohtani","11.469840882316468","63","3800","LAA@LOS","LAA","LOS","","","","",""
"37139-13929","3B","Manny","Manny Machado","Machado","11.58750025431315","96","3800","SDP@NYM","SDP","NYM","","","","",""
"37139-53994","1B","Josh","Josh Bell","Bell","13.902041065449618","98","3800","STL@PIT","PIT","STL","","","","",""
"37139-52162","3B","Hunter","Hunter Dozier","Dozier","11.719230456229967","78","3800","KAN@ATL","KAN","ATL","","","","",""
"37139-61553","3B","Yoan","Yoan Moncada","Moncada","11.831111653645833","90","3700","MIA@CWS","CWS","MIA","","","","",""
"37139-85307","OF","Jeff","Jeff McNeil","McNeil","10.838823385799632","85","3700","SDP@NYM","NYM","SDP","","","","",""
"37139-21875","OF","Max","Max Kepler","Kepler","12.493406861692995","91","3700","NYY@MIN","MIN","NYY","","","","",""
"37139-13894","OF","Aaron","Aaron Hicks","Hicks","11.13199951171875","50","3700","NYY@MIN","NYY","MIN","","","","",""
"37139-12970","OF","A.J.","A.J. Pollock","Pollock","10.772973137932855","37","3700","LAA@LOS","LOS","LAA","","","","",""
"37139-6312","3B","Justin","Justin Turner","Turner","10.058695917544158","92","3600","LAA@LOS","LOS","LAA","","","","",""
"37139-13864","1B","Joc","Joc Pederson","Pederson","10.107692173549108","91","3600","LAA@LOS","LOS","LAA","","","","",""
"37139-16945","C","Gary","Gary Sanchez","Sanchez","11.62631546823602","76","3600","NYY@MIN","NYY","MIN","","","","",""
"37139-81622","C","Mitch","Mitch Garver","Garver","13.767308161808895","52","3600","NYY@MIN","MIN","NYY","","","","",""
"37139-70562","OF","Whit","Whit Merrifield","Merrifield","12.242574257425742","101","3600","KAN@ATL","KAN","ATL","","","","",""
"37139-80838","1B","Luke","Luke Voit","Voit","11.782954822887074","88","3600","NYY@MIN","NYY","MIN","","","","",""
"37139-68588","2B","Gleyber","Gleyber Torres","Torres","11.23076923076923","91","3600","NYY@MIN","NYY","MIN","","","","",""
"37139-60642","OF","Michael","Michael Conforto","Conforto","11.018889024522569","90","3500","SDP@NYM","NYM","SDP","","","","",""
"37139-60672","SS","Tim","Tim Anderson","Anderson","11.047142682756697","70","3500","MIA@CWS","CWS","MIA","IL","Ankle","","",""
"37139-49523","1B","Jose","Jose Abreu","Abreu","11.047422428721005","97","3500","MIA@CWS","CWS","MIA","","","","",""
"37139-23107","OF","Jorge","Jorge Soler","Soler","11.081187635365099","101","3500","KAN@ATL","KAN","ATL","","","","",""
"37139-80462","SS","Paul","Paul DeJong","DeJong","10.439175006040593","97","3500","STL@PIT","STL","PIT","","","","",""
"37139-52164","SS","Adalberto","Adalberto Mondesi","Mondesi","12.251219214462653","82","3500","KAN@ATL","KAN","ATL","IL","Shoulder","","",""
"37139-38965","1B","C.J.","C.J. Cron","Cron","10.468674992940512","83","3400","NYY@MIN","MIN","NYY","IL","Thumb","","",""
"37139-5177","1B","Albert","Albert Pujols","Pujols","10.233333489833734","78","3400","LAA@LOS","LAA","LOS","","","","",""
"37139-16950","3B","Miguel","Miguel Sano","Sano","11.26199951171875","50","3400","NYY@MIN","MIN","NYY","","","","",""
"37139-68587","2B","Ozzie","Ozzie Albies","Albies","10.84699951171875","100","3400","KAN@ATL","ATL","KAN","","","","",""
"37139-12593","OF","Eric","Eric Sogard","Sogard","10.968571254185267","70","3300","CLE@TOR","TOR","CLE","","","","",""
"37139-68589","SS","Amed","Amed Rosario","Rosario","9.71250025431315","96","3300","SDP@NYM","NYM","SDP","","","","",""
"37139-38112","3B","Gio","Gio Urshela","Urshela","9.051852002555941","81","3200","NYY@MIN","NYY","MIN","","","","",""
"37139-79093","OF","Eloy","Eloy Jimenez","Jimenez","10.025373316522854","67","3200","MIA@CWS","CWS","MIA","IL","Elbow","","",""
"37139-13792","OF","Kike","Kike Hernandez","Hernandez","8.797916412353516","96","3200","LAA@LOS","LOS","LAA","","","","",""
"37139-13924","OF","Kole","Kole Calhoun","Calhoun","10.585262900904604","95","3200","LAA@LOS","LAA","LOS","","","","",""
"37139-12968","1B","Paul","Paul Goldschmidt","Goldschmidt","9.812121458727905","99","3200","STL@PIT","STL","PIT","","","","",""
"37139-17198","2B","Tommy","Tommy La Stella","La Stella","10.253845997345753","78","3200","LAA@LOS","LAA","LOS","IL","Lower leg","","",""
"37139-52153","OF","David","David Dahl","Dahl","11.373033845022823","89","3200","COL@WAS","COL","WAS","","","","",""
"37139-68586","SS","Dansby","Dansby Swanson","Swanson","11.049495196101642","99","3200","KAN@ATL","ATL","KAN","","","","",""
"37139-5135","OF","Alex","Alex Gordon","Gordon","10.654736970600329","95","3100","KAN@ATL","KAN","ATL","","","","",""
