"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"37139-81051","P","Caleb","Caleb Smith","Smith","32.375","16","8800","MIA@CWS","MIA","CWS","","","","",""
"37139-52198","P","Lucas","Lucas Giolito","Giolito","38.36842105263158","19","8800","MIA@CWS","CWS","MIA","","","","",""
"37139-12864","P","Michael","Michael Pineda","Pineda","27.157894736842106","19","8400","NYY@MIN","MIN","NYY","","","","",""
"37139-12918","P","Julio","Julio Teheran","Teheran","27.142857142857142","21","8400","KAN@ATL","ATL","KAN","","","","Yes",""
"37139-52268","P","Masahiro","Masahiro Tanaka","Tanaka","28.55","20","8300","NYY@MIN","NYY","MIN","","","","",""
"37139-12921","P","Chris","Chris Archer","Archer","27.41176470588235","17","8300","STL@PIT","PIT","STL","","","","",""
"37139-82634","P","Logan","Logan Allen","Allen","14.4","5","8300","SDP@NYM","SDP","NYM","","","","",""
"37139-6151","P","Anibal","Anibal Sanchez","Sanchez","26.166666666666668","18","8200","COL@WAS","WAS","COL","","","","",""
"37139-83152","P","Pablo","Pablo Lopez","Lopez","26.6","15","8200","MIA@CWS","MIA","CWS","IL","Shoulder","","",""
"37139-79072","P","Brad","Brad Keller","Keller","26.19047619047619","21","8200","KAN@ATL","KAN","ATL","","","","Yes",""
"37139-79246","P","Jack","Jack Flaherty","Flaherty","24.75","24","8200","STL@PIT","STL","PIT","","","","",""
"37139-68523","P","Joe","Joe Musgrove","Musgrove","18.225806451612904","31","8100","STL@PIT","PIT","STL","","","","",""
"37139-5431","P","Adam","Adam Wainwright","Wainwright","27.444444444444443","18","8000","STL@PIT","STL","PIT","","","","Yes",""
"37139-79254","P","Dakota","Dakota Hudson","Hudson","25.45","20","8000","STL@PIT","STL","PIT","","","","",""
"37139-101823","P","Jordan","Jordan Yamamoto","Yamamoto","28.875","8","8000","MIA@CWS","MIA","CWS","","","","",""
"37139-52185","P","Max","Max Fried","Fried","22.153846153846153","26","8000","KAN@ATL","ATL","KAN","IL","Finger","","",""
"37139-39041","P","Marcus","Marcus Stroman","Stroman","30","20","7800","CLE@TOR","TOR","CLE","","","","Yes",""
"37139-5547","P","CC","CC Sabathia","Sabathia","26.25","16","7800","NYY@MIN","NYY","MIN","","","","",""
"37139-68491","P","Reynaldo","Reynaldo Lopez","Lopez","24.65","20","7800","MIA@CWS","CWS","MIA","","","","Yes",""
"37139-68452","P","Kenta","Kenta Maeda","Maeda","24.869565217391305","23","7700","LAA@LOS","LOS","LAA","","","","",""
"37139-52155","P","Jon","Jon Gray","Gray","30.272727272727273","22","7700","COL@WAS","COL","WAS","","","","",""
"37139-5767","P","J.A.","J.A. Happ","Happ","22.9","20","7500","NYY@MIN","NYY","MIN","","","","Yes",""
"37139-17164","P","Matt","Matt Shoemaker","Shoemaker","34.6","5","7500","CLE@TOR","TOR","CLE","IL","Knee","","",""
"37139-13268","P","Danny","Danny Duffy","Duffy","26.133333333333333","15","7500","KAN@ATL","KAN","ATL","","","","",""
"37139-79226","P","Eric","Eric Lauer","Lauer","24.5","18","7400","SDP@NYM","SDP","NYM","","","","",""
"37139-82636","P","Joey","Joey Lucchesi","Lucchesi","27.842105263157894","19","7400","SDP@NYM","SDP","NYM","","","","",""
"37139-16961","P","Jameson","Jameson Taillon","Taillon","25","7","7300","STL@PIT","PIT","STL","IL","Elbow","","",""
"37139-72265","P","Matt","Matt Strahm","Strahm","20.42105263157895","19","7300","SDP@NYM","SDP","NYM","","","","",""
"37139-12936","P","Kyle","Kyle Gibson","Gibson","28.75","20","7300","NYY@MIN","MIN","NYY","","","","",""
"37139-53396","P","Nick","Nick Tropeano","Tropeano","11.5","2","7200","LAA@LOS","LAA","LOS","","","","",""
"37139-38272","P","Mike","Mike Foltynewicz","Foltynewicz","20.90909090909091","11","7200","KAN@ATL","ATL","KAN","","","","",""
"37139-79245","P","Sandy","Sandy Alcantara","Alcantara","24.526315789473685","19","7200","MIA@CWS","MIA","CWS","","","","",""
"37139-23089","P","Dallas","Dallas Keuchel","Keuchel","27.333333333333332","6","7200","KAN@ATL","ATL","KAN","","","","",""
"37139-104584","P","Zach","Zach Plesac","Plesac","26.3","10","7100","CLE@TOR","CLE","TOR","","","","",""
"37139-104672","P","Devin","Devin Smeltzer","Smeltzer","25","3","7100","NYY@MIN","MIN","NYY","","","","",""
"37139-53608","P","Jose","Jose Urena","Urena","22.571428571428573","14","7100","MIA@CWS","MIA","CWS","IL","Back","","",""
"37139-17116","P","Jake","Jake Odorizzi","Odorizzi","30.789473684210527","19","7100","NYY@MIN","MIN","NYY","","","","Yes",""
"37139-82653","P","Ryan","Ryan Borucki","Borucki","17","1","7100","CLE@TOR","TOR","CLE","","","","",""
"37139-52167","P","Andrew","Andrew Heaney","Heaney","25.77777777777778","9","7100","LAA@LOS","LAA","LOS","IL","Shoulder","","",""
"37139-38311","P","Ross","Ross Stripling","Stripling","15.28","25","7000","LAA@LOS","LOS","LAA","","","","Yes",""
"37139-68490","P","Austin","Austin Voth","Voth","26.5","4","7000","COL@WAS","WAS","COL","IL","Biceps","","",""
"37139-12929","P","Jordan","Jordan Lyles","Lyles","26.5625","16","6900","STL@PIT","PIT","STL","","","","Yes",""
"37139-82582","P","Griffin","Griffin Canning","Canning","26.285714285714285","14","6900","LAA@LOS","LAA","LOS","","","","",""
"37139-82810","P","Elieser","Elieser Hernandez","Hernandez","15.454545454545455","11","6900","MIA@CWS","MIA","CWS","","","","",""
"37139-79853","P","Jordan","Jordan Montgomery","Montgomery","23","6","6900","NYY@MIN","NYY","MIN","IL","Shoulder","","",""
"37139-6200","P","Jason","Jason Vargas","Vargas","22.294117647058822","17","6800","SDP@NYM","NYM","SDP","","","","",""
"37139-85251","P","Zac","Zac Gallen","Gallen","23.6","5","6800","MIA@CWS","MIA","CWS","","","","Yes",""
"37139-17121","P","Miles","Miles Mikolas","Mikolas","25.5","20","6800","STL@PIT","STL","PIT","","","","",""
"37139-84476","P","Daniel","Daniel Ponce de Leon","Ponce de Leon","25","9","6700","STL@PIT","STL","PIT","","","","",""
"37139-52166","P","Julio","Julio Urias","Urias","14.909090909090908","22","6700","LAA@LOS","LOS","LAA","","","","",""
"37139-11328","P","Martin","Martin Perez","Perez","25.85","20","6600","NYY@MIN","MIN","NYY","","","","",""
"37139-73880","P","German","German Marquez","Marquez","29.043478260869566","23","6600","COL@WAS","COL","WAS","","","","",""
"37139-79091","P","Dylan","Dylan Cease","Cease","24","3","6600","MIA@CWS","CWS","MIA","","","","",""
"37139-80433","P","Dinelson","Dinelson Lamet","Lamet","25","3","6600","SDP@NYM","SDP","NYM","","","","Yes",""
"37139-79155","P","Jaime","Jaime Barria","Barria","17.25","8","6500","LAA@LOS","LAA","LOS","","","","Yes",""
"37139-79191","P","Fernando","Fernando Romero","Romero","4.714285714285714","7","6500","NYY@MIN","MIN","NYY","","","","",""
"37139-101854","P","Jacob","Jacob Waguespack","Waguespack","21.75","4","6500","CLE@TOR","TOR","CLE","","","","",""
"37139-12175","P","Ivan","Ivan Nova","Nova","20.61904761904762","21","6500","MIA@CWS","CWS","MIA","","","","",""
"37139-83148","P","Dario","Dario Agrazal","Agrazal","25.4","5","6400","STL@PIT","PIT","STL","","","","",""
"37139-83189","P","Jefry","Jefry Rodriguez","Rodriguez","22","8","6400","CLE@TOR","CLE","TOR","IL","Shoulder","","",""
"37139-79147","P","Jakob","Jakob Junis","Junis","27.761904761904763","21","6400","KAN@ATL","KAN","ATL","","","","",""
"37139-79228","P","Cal","Cal Quantrill","Quantrill","19.46153846153846","13","6400","SDP@NYM","SDP","NYM","","","","",""
"37139-101819","P","Jose","Jose Suarez","Suarez","23","7","6400","LAA@LOS","LAA","LOS","","","","",""
"37139-37999","P","Michael","Michael Wacha","Wacha","19.27777777777778","18","6300","STL@PIT","STL","PIT","","","","",""
"37139-101855","P","Trent","Trent Thornton","Thornton","21.857142857142858","21","6300","CLE@TOR","TOR","CLE","IL","Elbow","","",""
"37139-83163","P","Jonathan","Jonathan Loaisiga","Loaisiga","16.5","4","6200","NYY@MIN","NYY","MIN","IL","Shoulder","","",""
"37139-71188","P","Steven","Steven Brault","Brault","15.411764705882353","17","6200","STL@PIT","PIT","STL","IL","Shoulder","","",""
"37139-73363","P","Felix","Felix Pena","Pena","21.6","20","6200","LAA@LOS","LAA","LOS","","","","",""
"37139-68469","P","Adam","Adam Plutko","Plutko","21.666666666666668","9","6200","CLE@TOR","CLE","TOR","","","","",""
"37139-68483","P","Trevor","Trevor Williams","Williams","25.428571428571427","14","6200","STL@PIT","PIT","STL","","","","",""
"37139-68528","P","Chase","Chase De Jong","De Jong","-9","1","6200","NYY@MIN","MIN","NYY","","","","",""
"37139-82935","P","Trevor","Trevor Richards","Richards","24.047619047619047","21","6200","MIA@CWS","MIA","CWS","","","","",""
"37139-38000","P","Kevin","Kevin Gausman","Gausman","23.857142857142858","14","6100","KAN@ATL","ATL","KAN","","","","",""
"37139-79117","P","Peter","Peter Lambert","Lambert","17.714285714285715","7","6100","COL@WAS","COL","WAS","","","","",""
"37139-82534","P","Bryse","Bryse Wilson","Wilson","14.4","5","6100","KAN@ATL","ATL","KAN","","","","",""
"37139-52174","P","Steven","Steven Matz","Matz","19.52173913043478","23","6100","SDP@NYM","NYM","SDP","","","","",""
"37139-79873","P","Dylan","Dylan Covey","Covey","10.5","12","6000","MIA@CWS","CWS","MIA","","","","",""
"37139-5197","P","Clay","Clay Buchholz","Buchholz","12","5","6000","CLE@TOR","TOR","CLE","IL","Shoulder","","",""
"37139-101836","P","Pedro","Pedro Avila","Avila","28","1","6000","SDP@NYM","SDP","NYM","IL","Elbow","","",""
"37139-10968","P","Jeremy","Jeremy Hellickson","Hellickson","15.777777777777779","9","6000","COL@WAS","WAS","COL","IL","Shoulder","","",""
"37139-79275","P","Sean","Sean Reid-Foley","Reid-Foley","14.75","4","5900","CLE@TOR","TOR","CLE","","","","",""
"37139-60627","P","Touki","Touki Toussaint","Toussaint","8.583333333333334","24","5800","KAN@ATL","ATL","KAN","","","","",""
"37139-60656","P","Jeff","Jeff Hoffman","Hoffman","15.444444444444445","9","5800","COL@WAS","COL","WAS","","","","",""
"37139-82535","P","Kyle","Kyle Wright","Wright","10.5","4","5800","KAN@ATL","ATL","KAN","","","","",""
"37139-103218","P","Nick","Nick Margevicius","Margevicius","17.818181818181817","11","5800","SDP@NYM","SDP","NYM","","","","",""
"37139-102343","P","Tony","Tony Gonsolin","Gonsolin","9","1","5800","LAA@LOS","LOS","LAA","","","","",""
"37139-52194","P","Aaron","Aaron Sanchez","Sanchez","17.714285714285715","21","5800","CLE@TOR","TOR","CLE","","","","",""
"37139-79903","P","Glenn","Glenn Sparkman","Sparkman","14.578947368421053","19","5700","KAN@ATL","KAN","ATL","","","","",""
"37139-68517","P","Antonio","Antonio Senzatela","Senzatela","17.72222222222222","18","5700","COL@WAS","COL","WAS","","","","",""
"37139-83146","P","Walker","Walker Lockett","Lockett","12.666666666666666","3","5600","SDP@NYM","NYM","SDP","","","","",""
"37139-83181","P","Heath","Heath Fillmyer","Fillmyer","5.25","4","5600","KAN@ATL","KAN","ATL","","","","",""
"37139-53599","P","Chi Chi","Chi Chi Gonzalez","Gonzalez","16","3","5600","COL@WAS","COL","WAS","","","","",""
"37139-101845","P","Genesis","Genesis Cabrera","Cabrera","8.2","5","5600","STL@PIT","STL","PIT","","","","",""
"37139-5796","P","Clayton","Clayton Richard","Richard","13","10","5600","CLE@TOR","TOR","CLE","IL","Lat","","",""
"37139-68564","P","Erick","Erick Fedde","Fedde","14.25","12","5600","COL@WAS","WAS","COL","","","","",""
"37139-81917","P","Dillon","Dillon Peters","Peters","15.4","5","5600","LAA@LOS","LAA","LOS","","","","",""
"37139-81922","P","Jacob","Jacob Rhame","Rhame","5.25","4","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-81925","P","Richard","Richard Rodriguez","Rodriguez","4.479166666666667","48","5500","STL@PIT","PIT","STL","","","","",""
"37139-79895","P","Miguel","Miguel Diaz","Diaz","3.2","5","5500","SDP@NYM","SDP","NYM","IL","Knee","","",""
"37139-81949","P","Jace","Jace Fry","Fry","4.7317073170731705","41","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-82975","P","Yefry","Yefry Ramirez","Ramirez","10","4","5500","STL@PIT","PIT","STL","","","","",""
"37139-82974","P","Tanner","Tanner Rainey","Rainey","5.653846153846154","26","5500","COL@WAS","WAS","COL","","","","",""
"37139-82976","P","Corey","Corey Oswalt","Oswalt","4","2","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-68653","P","Luis","Luis Cessa","Cessa","9.23076923076923","26","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-68654","P","John","John Gant","Gant","6.093023255813954","43","5500","STL@PIT","STL","PIT","","","","",""
"37139-6192","P","Carlos","Carlos Torres","Torres","6.75","4","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-68661","P","Joe","Joe Biagini","Biagini","5.066666666666666","45","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-82999","P","Scott","Scott Barlow","Barlow","6.818181818181818","33","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-68662","P","Luis","Luis Perdomo","Perdomo","6.88","25","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-11321","P","Mike","Mike Montgomery","Montgomery","4","21","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-79930","P","Shane","Shane Carle","Carle","2.6666666666666665","6","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-11325","P","Sean","Sean Doolittle","Doolittle","6.285714285714286","42","5500","COL@WAS","WAS","COL","","","","",""
"37139-71742","P","Grant","Grant Dayton","Dayton","5.555555555555555","9","5500","KAN@ATL","ATL","KAN","IL","Toe","","",""
"37139-104512","P","Geoff","Geoff Hartlieb","Hartlieb","4.714285714285714","14","5500","STL@PIT","PIT","STL","","","","",""
"37139-38982","P","Noe","Noe Ramirez","Ramirez","8.705882352941176","34","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-13383","P","Neil","Neil Ramirez","Ramirez","4.625","16","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-5203","P","Fernando","Fernando Rodney","Rodney","3","26","5500","COL@WAS","WAS","COL","","","","",""
"37139-79959","P","Dovydas","Dovydas Neverauskas","Neverauskas","3.4444444444444446","9","5500","STL@PIT","PIT","STL","","","","",""
"37139-39003","P","Jairo","Jairo Diaz","Diaz","5.0344827586206895","29","5500","COL@WAS","COL","WAS","","","","",""
"37139-5214","P","Anthony","Anthony Swarzak","Swarzak","5.833333333333333","36","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-72809","P","Austin","Austin Brice","Brice","7.275862068965517","29","5500","MIA@CWS","MIA","CWS","IL","Forearm","","",""
"37139-73836","P","Juan","Juan Minaya","Minaya","5.818181818181818","22","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-83055","P","Harrison","Harrison Musgrave","Musgrave","5.4","10","5500","COL@WAS","COL","WAS","","","","",""
"37139-5231","P","Tony","Tony Sipp","Sipp","2.59375","32","5500","COL@WAS","WAS","COL","","","","",""
"37139-83054","P","Justin","Justin Anderson","Anderson","5.55","40","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-85104","P","Alex","Alex McRae","McRae","11.5","4","5500","STL@PIT","PIT","STL","","","","",""
"37139-38002","P","Kyle","Kyle Zimmer","Zimmer","2","3","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-82037","P","Gabriel","Gabriel Moya","Moya","4.6571428571428575","35","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-85119","P","Drew","Drew Gagnon","Gagnon","5","15","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-83072","P","Trevor","Trevor Oaks","Oaks","9.5","4","5500","KAN@ATL","KAN","ATL","IL","Hip","","",""
"37139-104582","P","Josh","Josh Smith","Smith","5.5","6","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-73865","P","Jonathan","Jonathan Holder","Holder","5.6875","32","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-11403","P","Jonny","Jonny Venters","Venters","2.25","12","5500","COL@WAS","WAS","COL","IL","Shoulder","","",""
"37139-6290","P","Wade","Wade Davis","Davis","3.757575757575758","33","5500","COL@WAS","COL","WAS","","","","",""
"37139-13458","P","Nate","Nate Jones","Jones","3.769230769230769","13","5500","MIA@CWS","CWS","MIA","IL","Forearm","","",""
"37139-73877","P","Kevin","Kevin McCarthy","McCarthy","3.08","25","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-102549","P","Andres","Andres Munoz","Munoz","10.333333333333334","3","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-6295","P","Daniel","Daniel Hudson","Hudson","6.15","40","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-6296","P","Mike","Mike Dunn","Dunn","2.2142857142857144","28","5500","COL@WAS","COL","WAS","","","","",""
"37139-5283","P","Ervin","Ervin Santana","Santana","4.333333333333333","3","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-38051","P","Felipe","Felipe Vazquez","Vazquez","7.948717948717949","39","5500","STL@PIT","PIT","STL","","","","",""
"37139-12452","P","Kenley","Kenley Jansen","Jansen","6.435897435897436","39","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-12455","P","Josh","Josh Tomlin","Tomlin","6.090909090909091","33","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-13479","P","Joe","Joe Kelly","Kelly","5.470588235294118","34","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-39081","P","Chasen","Chasen Shreve","Shreve","4","3","5500","STL@PIT","STL","PIT","","","","",""
"37139-83116","P","Wander","Wander Suero","Suero","4.913043478260869","46","5500","COL@WAS","WAS","COL","","","","",""
"37139-21682","P","Aaron","Aaron Loup","Loup","6.25","4","5500","SDP@NYM","SDP","NYM","IL","Elbow","","",""
"37139-39101","P","Nick","Nick Goody","Goody","8.3125","16","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-71875","P","Mike","Mike Mayers","Mayers","4.25","8","5500","STL@PIT","STL","PIT","","","","",""
"37139-38083","P","Tyler","Tyler Lyons","Lyons","6","3","5500","STL@PIT","PIT","STL","","","","",""
"37139-38084","P","Michael","Michael Blazek","Blazek","0","0","5500","COL@WAS","WAS","COL","","","","",""
"37139-83142","P","Jake","Jake Jewell","Jewell","5.25","8","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-83145","P","Jose","Jose Castillo","Castillo","6.675675675675675","37","5500","SDP@NYM","SDP","NYM","IL","Forearm","","",""
"37139-83147","P","Brad","Brad Wieck","Wieck","3.7666666666666666","30","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-66765","P","Jorge","Jorge Lopez","Lopez","12.64","25","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-38096","P","David","David Hale","Hale","9.058823529411764","17","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-60632","P","Kyle","Kyle Freeland","Freeland","16.357142857142858","14","5500","COL@WAS","COL","WAS","","","","Yes",""
"37139-38106","P","Kirby","Kirby Yates","Yates","7.902439024390244","41","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-83165","P","Lewis","Lewis Thorpe","Thorpe","23.5","2","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-60637","P","Sean","Sean Newcomb","Newcomb","8.241379310344827","29","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-13534","P","Javy","Javy Guerra","Guerra","5.096774193548387","31","5500","COL@WAS","WAS","COL","","","","",""
"37139-83167","P","Tyler","Tyler Bashlor","Bashlor","4.428571428571429","14","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-83166","P","Zack","Zack Littell","Littell","6.285714285714286","14","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-60640","P","Nick","Nick Burdi","Burdi","5.636363636363637","11","5500","STL@PIT","PIT","STL","IL","Collarbone","","",""
"37139-83170","P","Thomas","Thomas Pannone","Pannone","7.16","25","5500","CLE@TOR","TOR","CLE","","","","",""
"37139-60653","P","Adalberto","Adalberto Mejia","Mejia","3.4285714285714284","14","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-5362","P","Darren","Darren O'Day","O'Day","5.85","20","5500","KAN@ATL","ATL","KAN","IL","Forearm","","",""
"37139-83193","P","Jesus","Jesus Tinoco","Tinoco","5.142857142857143","7","5500","COL@WAS","COL","WAS","","","","",""
"37139-83194","P","Sam","Sam Howard","Howard","3","4","5500","COL@WAS","COL","WAS","","","","",""
"37139-85248","P","DJ","DJ Johnson","Johnson","2.0714285714285716","14","5500","COL@WAS","COL","WAS","","","","",""
"37139-72971","P","Ben","Ben Heller","Heller","0","0","5500","NYY@MIN","NYY","MIN","IL","Forearm","","",""
"37139-70933","P","Brock","Brock Stewart","Stewart","-1","3","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-85282","P","Brett","Brett Kennedy","Kennedy","14","6","5500","SDP@NYM","SDP","NYM","IL","Lat","","",""
"37139-79140","P","Eric","Eric Skoglund","Skoglund","18.5","14","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-85289","P","Nick","Nick Anderson","Anderson","6.536585365853658","41","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-53550","P","Alex","Alex Reyes","Reyes","-0.75","4","5500","STL@PIT","STL","PIT","IL","Pectoral","","",""
"37139-38191","P","Hansel","Hansel Robles","Robles","5.521739130434782","46","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-79150","P","Josh","Josh Staumont","Staumont","0","0","5500","KAN@ATL","KAN","ATL","","","","",""
"37139-5426","P","Luke","Luke Gregerson","Gregerson","1.3333333333333333","6","5500","STL@PIT","STL","PIT","","","","",""
"37139-12594","P","Jake","Jake McGee","McGee","4.541666666666667","24","5500","COL@WAS","COL","WAS","","","","",""
"37139-13635","P","Brad","Brad Hand","Hand","7.372093023255814","43","5500","CLE@TOR","CLE","TOR","","","","",""
"37139-13637","P","Dan","Dan Jennings","Jennings","3.25","8","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-38217","P","Tommy","Tommy Kahnle","Kahnle","5.622222222222222","45","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-38228","P","Trevor","Trevor May","May","5.146341463414634","41","5500","NYY@MIN","MIN","NYY","","","","",""
"37139-79197","P","Chance","Chance Adams","Adams","11.25","4","5500","NYY@MIN","NYY","MIN","","","","",""
"37139-38246","P","Tyler","Tyler Anderson","Anderson","10","5","5500","COL@WAS","COL","WAS","IL","Knee","","",""
"37139-62827","P","Michael","Michael Feliz","Feliz","5.551724137931035","29","5500","STL@PIT","PIT","STL","","","","",""
"37139-79217","P","Mitch","Mitch Keller","Keller","13","3","5500","STL@PIT","PIT","STL","","","","",""
"37139-23926","P","Tony","Tony Cingrani","Cingrani","4.866666666666666","30","5500","LAA@LOS","LOS","LAA","IL","Shoulder","","",""
"37139-79227","P","Adrian","Adrian Morejon","Morejon","7","1","5500","SDP@NYM","SDP","NYM","","","","",""
"37139-103803","P","Matt","Matt Ramsey","Ramsey","6","1","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-71034","P","Seth","Seth Lugo","Lugo","8.263157894736842","38","5500","SDP@NYM","NYM","SDP","","","","",""
"37139-79232","P","Clay","Clay Holmes","Holmes","6.090909090909091","22","5500","STL@PIT","PIT","STL","","","","",""
"37139-38285","P","Zac","Zac Rosscup","Rosscup","4.071428571428571","28","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-38287","P","Josh","Josh Osich","Osich","4.233333333333333","30","5500","MIA@CWS","CWS","MIA","","","","",""
"37139-79256","P","Jaime","Jaime Schultz","Schultz","6","3","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-38306","P","Adam","Adam Conley","Conley","3.475","40","5500","MIA@CWS","MIA","CWS","","","","",""
"37139-101795","P","James","James Bourque","Bourque","-10","1","5500","COL@WAS","WAS","COL","","","","",""
"37139-101803","P","Jacob","Jacob Webb","Webb","5.277777777777778","36","5500","KAN@ATL","ATL","KAN","IL","Elbow","","",""
"37139-101802","P","Patrick","Patrick Weigel","Weigel","0","0","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-101804","P","Huascar","Huascar Ynoa","Ynoa","0","2","5500","KAN@ATL","ATL","KAN","","","","",""
"37139-80313","P","Keynan","Keynan Middleton","Middleton","5.5625","16","5500","LAA@LOS","LAA","LOS","IL","Elbow","","",""
"37139-5566","P","Brett","Brett Cecil","Cecil","2.15","40","5500","STL@PIT","STL","PIT","IL","Wrist","","",""
"37139-40382","P","Luis","Luis Garcia","Garcia","4","39","5500","LAA@LOS","LAA","LOS","","","","",""
"37139-101822","P","Josh","Josh Sborz","Sborz","-6","1","5500","LAA@LOS","LOS","LAA","","","","",""
"37139-101825","P","Jose","Jose Quijada","Quijada","4.666666666666667","15","5500","MIA@CWS","MIA","CWS","","","","",""
