"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"37097-101852","P","Kyle","Kyle Bird","Bird","3.2222222222222223","9","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-85476","P","Jeffrey","Jeffrey Springs","Springs","6.947368421052632","19","5500","TEX@SEA","TEX","SEA","IL","Biceps","","",""
"37097-52717","P","Marcus","Marcus Walden","Walden","7.225","40","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-85489","P","Jimmy","Jimmy Cordero","Cordero","1","2","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-52727","P","Jake","Jake Barrett","Barrett","2.5","2","5500","NYY@MIN","NYY","MIN","IL","Elbow","","",""
"37097-52728","P","Michael","Michael Lorenzen","Lorenzen","4.016393442622951","61","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-95737","P","Ian","Ian Hamilton","Hamilton","3.3","10","5500","MIA@CWS","CWS","MIA","IL","Face","","",""
"37097-62982","P","Cody","Cody Anderson","Anderson","5.2","5","5500","CLE@TOR","CLE","TOR","IL","Elbow","","",""
"37097-62984","P","Nick","Nick Rumbelow","Rumbelow","-0.6666666666666666","3","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-95757","P","Andrew","Andrew Vasquez","Vasquez","-9","1","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-95756","P","Rowan","Rowan Wick","Wick","6","5","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-13838","P","Justin","Justin Miller","Miller","3.823529411764706","17","5500","COL@WAS","WAS","COL","IL","Shoulder","","",""
"37097-101904","P","Jordan","Jordan Romano","Romano","10","4","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-101906","P","Riley","Riley Ferrell","Ferrell","0","0","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-101909","P","Travis","Travis Bergen","Bergen","4.666666666666667","18","5500","CHC@SFG","SFG","CHC","IL","Shoulder","","",""
"37097-101908","P","Elvis","Elvis Luciano","Luciano","5.2631578947368425","19","5500","CLE@TOR","TOR","CLE","IL","Elbow","","",""
"37097-101911","P","Reed","Reed Garrett","Garrett","2.6153846153846154","13","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-71190","P","Jose","Jose Leclerc","Leclerc","6.318181818181818","44","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-101913","P","Brandon","Brandon Brennan","Brennan","5.793103448275862","29","5500","TEX@SEA","SEA","TEX","IL","Shoulder","","",""
"37097-101912","P","Kyle","Kyle Dowdy","Dowdy","5.846153846153846","13","5500","TEX@SEA","TEX","SEA","IL","Elbow","","",""
"37097-5658","P","Joakim","Joakim Soria","Soria","4.888888888888889","45","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-95770","P","Caleb","Caleb Frare","Frare","1.6","5","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-95773","P","Austen","Austen Williams","Williams","-7","2","5500","COL@WAS","WAS","COL","IL","Shoulder","","",""
"37097-79390","P","Michael","Michael Kopech","Kopech","18.5","4","5500","MIA@CWS","CWS","MIA","IL","Elbow","","",""
"37097-95774","P","Jeff","Jeff Brigham","Brigham","8.875","8","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-5672","P","Zach","Zach Duke","Duke","3.6551724137931036","29","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-5673","P","Jesse","Jesse Chavez","Chavez","7.948717948717949","39","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-79402","P","Cionel","Cionel Perez","Perez","21","1","5500","OAK@HOU","HOU","OAK","IL","Undisclosed","","",""
"37097-5683","P","Oliver","Oliver Perez","Perez","4","40","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-81488","P","Jose","Jose Ruiz","Ruiz","3.5714285714285716","28","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-85595","P","Justin","Justin Shafer","Shafer","8.272727272727273","11","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-85600","P","Ryan","Ryan Burr","Burr","5.9375","16","5500","MIA@CWS","CWS","MIA","IL","Elbow","","",""
"37097-81507","P","Aaron","Aaron Bummer","Bummer","6.225806451612903","31","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-5743","P","Yusmeiro","Yusmeiro Petit","Petit","5.14","50","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-52857","P","Kyle","Kyle Ryan","Ryan","4.190476190476191","42","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-52865","P","Corey","Corey Knebel","Knebel","6.807017543859649","57","5500","CIN@MIL","MIL","CIN","IL","Elbow","","",""
"37097-5762","P","Francisco","Francisco Liriano","Liriano","5.466666666666667","45","5500","STL@PIT","PIT","STL","","","","",""
"37097-5764","P","Derek","Derek Holland","Holland","9.090909090909092","33","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-52871","P","Derek","Derek Law","Law","5.033333333333333","30","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-52873","P","Joe","Joe Ross","Ross","1.5294117647058822","17","5500","COL@WAS","WAS","COL","","","","",""
"37097-110219","P","Sean","Sean Poppen","Poppen","9","1","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-52877","P","Dominic","Dominic Leone","Leone","4.392857142857143","28","5500","STL@PIT","STL","PIT","","","","",""
"37097-52879","P","Ryan","Ryan Dull","Dull","2.142857142857143","7","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-112275","P","Conner","Conner Menez","Menez","0","0","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-38596","P","Chris","Chris Martin","Martin","5.361111111111111","36","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-14023","P","Pat","Pat Venditte","Venditte","-1","2","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-54989","P","Odrisamer","Odrisamer Despaigne","Despaigne","7.666666666666667","3","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-81615","P","Tim","Tim Mayza","Mayza","3.909090909090909","44","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-81614","P","Thyago","Thyago Vieira","Vieira","5","6","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-14039","P","Addison","Addison Reed","Reed","4.036363636363636","55","5500","NYY@MIN","MIN","NYY","DTD","Thumb","","",""
"37097-81628","P","Josh","Josh Lucas","Lucas","7.375","8","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-14047","P","Brad","Brad Boxberger","Boxberger","4.103448275862069","29","5500","COL@WAS","WAS","COL","","","","",""
"37097-14049","P","Bryan","Bryan Shaw","Shaw","4.285714285714286","49","5500","COL@WAS","COL","WAS","","","","",""
"37097-110304","P","Locke","Locke St. John","St. John","3.2","5","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-52977","P","Ken","Ken Giles","Giles","7.818181818181818","33","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-104185","P","Montana","Montana DuRapau","DuRapau","3.888888888888889","9","5500","STL@PIT","PIT","STL","","","","",""
"37097-71421","P","Donnie","Donnie Hart","Hart","7.25","4","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-52998","P","Aaron","Aaron Brooks","Brooks","13.823529411764707","17","5500","BAL@ARI","BAL","ARI","","","","Yes",""
"37097-53001","P","Roenis","Roenis Elias","Elias","5.128205128205129","39","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-5911","P","Ross","Ross Detwiler","Detwiler","10.5","4","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-14103","P","Nick","Nick Vincent","Vincent","6.944444444444445","18","5500","CHC@SFG","SFG","CHC","IL","Pectoral","","",""
"37097-53021","P","Nick","Nick Wittgren","Wittgren","6.323529411764706","34","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-5933","P","Ryan","Ryan Feierabend","Feierabend","4","2","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-53045","P","Scott","Scott Oberg","Oberg","7.2926829268292686","41","5500","COL@WAS","COL","WAS","","","","",""
"37097-14143","P","Jared","Jared Hughes","Hughes","4.666666666666667","39","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-53065","P","Wei-Chung","Wei-Chung Wang","Wang","6.071428571428571","14","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-108380","P","Tayler","Tayler Scott","Scott","2","7","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-108421","P","Phillips","Phillips Valdez","Valdez","5.857142857142857","7","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-108422","P","Ryan","Ryan Eades","Eades","15","1","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-6054","P","Mark","Mark Melancon","Melancon","5.0256410256410255","39","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-6057","P","Andrew","Andrew Miller","Miller","4.911111111111111","45","5500","STL@PIT","STL","PIT","","","","",""
"37097-108461","P","Pete","Pete Fairbanks","Fairbanks","5.5","8","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-6067","P","Brandon","Brandon Morrow","Morrow","4.857142857142857","35","5500","CHC@SFG","CHC","SFG","IL","Elbow","","",""
"37097-104387","P","Parker","Parker Markel","Markel","-0.2","5","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-71636","P","Koda","Koda Glover","Glover","2.909090909090909","22","5500","COL@WAS","WAS","COL","IL","Forearm","","",""
"37097-12257","P","Adam","Adam Ottavino","Ottavino","6.659574468085107","47","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-81912","P","Dillon","Dillon Maples","Maples","5.4","10","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-21609","OF","Christian","Christian Yelich","Yelich","17.265933529361263","91","4900","CIN@MIL","MIL","CIN","","","","",""
"37097-60643","OF","Aaron","Aaron Judge","Judge","12.720930232558139","43","4700","NYY@MIN","NYY","MIN","","","","",""
"37097-39151","OF","Mookie","Mookie Betts","Betts","13.30714260801977","98","4500","BOS@TAM","BOS","TAM","","","","",""
"37097-12940","1B","Anthony","Anthony Rizzo","Rizzo","12.877659574468085","94","4500","CHC@SFG","CHC","SFG","","","","",""
"37097-16983","OF","George","George Springer","Springer","14.822059182559743","68","4400","OAK@HOU","HOU","OAK","","","","",""
"37097-68522","SS","Alex","Alex Bregman","Bregman","13.146391249194588","97","4400","OAK@HOU","HOU","OAK","","","","",""
"37097-68585","3B","Rafael","Rafael Devers","Devers","13.596907468186211","97","4400","BOS@TAM","BOS","TAM","","","","",""
"37097-16951","3B","Anthony","Anthony Rendon","Rendon","14.162650602409638","83","4300","COL@WAS","WAS","COL","","","","",""
"37097-21885","SS","Javier","Javier Baez","Baez","12.330207824707031","96","4300","CHC@SFG","CHC","SFG","","","","",""
"37097-12302","OF","Giancarlo","Giancarlo Stanton","Stanton","10.811111450195312","9","4200","NYY@MIN","NYY","MIN","IL","Knee","","",""
"37097-52147","3B","Kris","Kris Bryant","Bryant","12.738709152385752","93","4200","CHC@SFG","CHC","SFG","","","","",""
"37097-5562","1B","Edwin","Edwin Encarnacion","Encarnacion","12.7022216796875","90","4200","NYY@MIN","NYY","MIN","","","","",""
"37097-82575","OF","Yordan","Yordan Alvarez","Alvarez","15.592857360839844","28","4100","OAK@HOU","HOU","OAK","","","","",""
"37097-11322","3B","Mike","Mike Moustakas","Moustakas","12.190217391304348","92","4100","CIN@MIL","MIL","CIN","","","","",""
"37097-13719","3B","Nolan","Nolan Arenado","Arenado","12.4857140365912","98","4100","COL@WAS","COL","WAS","","","","",""
"37097-5763","OF","Nelson","Nelson Cruz","Cruz","12.167143031529017","70","4100","NYY@MIN","MIN","NYY","","","","",""
"37097-14562","2B","Jose","Jose Altuve","Altuve","10.934374809265137","64","4000","OAK@HOU","HOU","OAK","","","","",""
"37097-65881","SS","Trea","Trea Turner","Turner","12.801724137931034","58","4000","COL@WAS","WAS","COL","","","","",""
"37097-82605","2B","Keston","Keston Hiura","Hiura","12.930555555555555","36","4000","CIN@MIL","MIL","CIN","","","","",""
"37097-17086","OF","Marcell","Marcell Ozuna","Ozuna","12.732467849533279","77","4000","STL@PIT","STL","PIT","IL","Finger","","",""
"37097-53994","1B","Josh","Josh Bell","Bell","13.965624491373697","96","4000","STL@PIT","PIT","STL","","","","",""
"37097-13229","OF","Charlie","Charlie Blackmon","Blackmon","14.339024985708841","82","4000","COL@WAS","COL","WAS","","","","",""
"37097-52158","SS","Trevor","Trevor Story","Story","13.95172469917385","87","4000","COL@WAS","COL","WAS","","","","",""
"37097-37982","SS","Xander","Xander Bogaerts","Bogaerts","13.703125","96","4000","BOS@TAM","BOS","TAM","","","","",""
"37097-13567","3B","DJ","DJ LeMahieu","LeMahieu","12.835555013020834","90","4000","NYY@MIN","NYY","MIN","","","","",""
"37097-21853","OF","Ketel","Ketel Marte","Marte","12.574736585115131","95","4000","BAL@ARI","ARI","BAL","","","","",""
"37097-12310","1B","Carlos","Carlos Santana","Santana","12.261855921794458","97","3900","CLE@TOR","CLE","TOR","","","","",""
"37097-6273","OF","Michael","Michael Brantley","Brantley","11.13548360845094","93","3900","OAK@HOU","HOU","OAK","","","","",""
"37097-16945","C","Gary","Gary Sanchez","Sanchez","11.7813330078125","75","3900","NYY@MIN","NYY","MIN","","","","",""
"37097-16952","SS","Francisco","Francisco Lindor","Lindor","12.135443192494067","79","3900","CLE@TOR","CLE","TOR","","","","",""
"37097-13239","2B","Eduardo","Eduardo Escobar","Escobar","12.619587377174613","97","3900","BAL@ARI","ARI","BAL","","","","",""
"37097-52180","OF","Austin","Austin Meadows","Meadows","11.55625","80","3900","BOS@TAM","TAM","BOS","","","","",""
"37097-13423","OF","Starling","Starling Marte","Marte","12.240697106649709","86","3900","STL@PIT","PIT","STL","","","","",""
"37097-38040","OF","Eddie","Eddie Rosario","Rosario","12.082499694824218","80","3900","NYY@MIN","MIN","NYY","","","","",""
"37097-13540","OF","J.D.","J.D. Martinez","Martinez","11.637078103054776","89","3900","BOS@TAM","BOS","TAM","","","","",""
"37097-79272","OF","Lourdes","Lourdes Gurriel Jr.","Gurriel Jr.","12.720635308159721","63","3900","CLE@TOR","TOR","CLE","","","","",""
"37097-79282","OF","Juan","Juan Soto","Soto","12.940230446300287","87","3900","COL@WAS","WAS","COL","","","","",""
"37097-71507","3B","Yuli","Yuli Gurriel","Gurriel","11.273912512737772","92","3900","OAK@HOU","HOU","OAK","","","","",""
"37097-38976","3B","Jose","Jose Ramirez","Ramirez","10.191579075863487","95","3800","CLE@TOR","CLE","TOR","","","","",""
"37097-5146","OF","Hunter","Hunter Pence","Pence","12.813559322033898","59","3800","TEX@SEA","TEX","SEA","","","","",""
"37097-13487","OF","Tommy","Tommy Pham","Pham","10.937634539860552","93","3800","BOS@TAM","TAM","BOS","","","","",""
"37097-79108","OF","Nick","Nick Senzel","Senzel","10.950000393775202","62","3800","CIN@MIL","CIN","MIL","DTD","Hamstring","","",""
"37097-38282","1B","Daniel","Daniel Vogelbach","Vogelbach","11.007692441835509","91","3800","TEX@SEA","SEA","TEX","","","","",""
"37097-38321","OF","Joey","Joey Gallo","Gallo","14.060293758616728","68","3800","TEX@SEA","TEX","SEA","","","","",""
"37097-61553","3B","Yoan","Yoan Moncada","Moncada","11.602246916695927","89","3700","MIA@CWS","CWS","MIA","","","","",""
"37097-12593","OF","Eric","Eric Sogard","Sogard","11.084057794100996","69","3700","CLE@TOR","TOR","CLE","","","","",""
"37097-80838","1B","Luke","Luke Voit","Voit","11.703448416172773","87","3700","NYY@MIN","NYY","MIN","","","","",""
"37097-68588","2B","Gleyber","Gleyber Torres","Torres","11.253333197699654","90","3700","NYY@MIN","NYY","MIN","","","","",""
"37097-21874","SS","Jorge","Jorge Polanco","Polanco","11.41956495202106","92","3700","NYY@MIN","MIN","NYY","","","","",""
"37097-13894","OF","Aaron","Aaron Hicks","Hicks","11.359183175223214","49","3700","NYY@MIN","NYY","MIN","","","","",""
"37097-38615","OF","Domingo","Domingo Santana","Santana","11.45566959971005","97","3700","TEX@SEA","SEA","TEX","","","","",""
"37097-16950","1B","Miguel","Miguel Sano","Sano","11.658332824707031","48","3600","NYY@MIN","MIN","NYY","","","","",""
"37097-52175","1B","Matt","Matt Olson","Olson","11.513636733546402","66","3600","OAK@HOU","OAK","HOU","","","","",""
"37097-83143","OF","Oscar","Oscar Mercado","Mercado","11.132075471698114","53","3600","CLE@TOR","CLE","TOR","","","","",""
"37097-79120","3B","Yandy","Yandy Diaz","Diaz","11.053246436181006","77","3600","BOS@TAM","TAM","BOS","","","","",""
"37097-21887","C","Willson","Willson Contreras","Contreras","11.616666353665865","78","3600","CHC@SFG","CHC","SFG","IL","Foot","","",""
"37097-12434","OF","Lorenzo","Lorenzo Cain","Cain","9.526087221891984","92","3500","CIN@MIL","MIL","CIN","","","","",""
"37097-53401","1B","Trey","Trey Mancini","Mancini","11.446738865064537","92","3500","BAL@ARI","BAL","ARI","","","","",""
"37097-80462","SS","Paul","Paul DeJong","DeJong","10.498947625411184","95","3500","STL@PIT","STL","PIT","","","","",""
"37097-21633","3B","Eugenio","Eugenio Suarez","Suarez","10.947916666666666","96","3500","CIN@MIL","CIN","MIL","","","","",""
"37097-60672","SS","Tim","Tim Anderson","Anderson","11.047142682756697","70","3500","MIA@CWS","CWS","MIA","IL","Ankle","","",""
"37097-38218","1B","Christian","Christian Walker","Walker","10.633333595850134","93","3500","BAL@ARI","ARI","BAL","","","","",""
"37097-73159","OF","Mitch","Mitch Haniger","Haniger","11.590476384238592","63","3500","TEX@SEA","SEA","TEX","IL","Groin","","",""
"37097-85504","2B","Brandon","Brandon Lowe","Lowe","11.164473684210526","76","3500","BOS@TAM","TAM","BOS","IL","Lower leg","","",""
"37097-38614","SS","Carlos","Carlos Correa","Correa","11.734000244140624","50","3500","OAK@HOU","HOU","OAK","IL","Ribs","","",""
"37097-79884","OF","Anthony","Anthony Santander","Santander","10.55135118639147","37","3400","BAL@ARI","BAL","ARI","","","","",""
"37097-38965","1B","C.J.","C.J. Cron","Cron","10.468674992940512","83","3400","NYY@MIN","MIN","NYY","","","","",""
"37097-53586","OF","David","David Peralta","Peralta","10.764383394424229","73","3400","BAL@ARI","ARI","BAL","IL","Shoulder","","",""
"37097-68495","OF","Andrew","Andrew Benintendi","Benintendi","10.802353084788603","85","3400","BOS@TAM","BOS","TAM","","","","",""
"37097-68544","3B","Matt","Matt Chapman","Chapman","11.907291412353516","96","3400","OAK@HOU","OAK","HOU","","","","",""
"37097-68563","OF","Victor","Victor Robles","Robles","10.19247338079637","93","3400","COL@WAS","WAS","COL","","","","",""
"37097-5222","OF","Shin-soo","Shin-soo Choo","Choo","11.696738865064537","92","3400","TEX@SEA","TEX","SEA","","","","",""
"37097-38005","OF","Yasiel","Yasiel Puig","Puig","11.051087089206861","92","3400","CIN@MIL","CIN","MIL","","","","",""
"37097-60631","OF","Kyle","Kyle Schwarber","Schwarber","10.03010739562332","93","3400","CHC@SFG","CHC","SFG","","","","",""
"37097-85277","2B","Cavan","Cavan Biggio","Biggio","10.215217258619225","46","3400","CLE@TOR","TOR","CLE","","","","",""
"37097-21875","OF","Max","Max Kepler","Kepler","12.06516908795646","89","3400","NYY@MIN","MIN","NYY","","","","",""
"37097-81622","C","Mitch","Mitch Garver","Garver","13.182352701822916","51","3400","NYY@MIN","MIN","NYY","","","","",""
"37097-49523","1B","Jose","Jose Abreu","Abreu","10.734375","96","3300","MIA@CWS","CWS","MIA","","","","",""
"37097-12968","1B","Paul","Paul Goldschmidt","Goldschmidt","9.682474352649807","97","3300","STL@PIT","STL","PIT","","","","",""
"37097-13102","SS","Freddy","Freddy Galvis","Galvis","9.436458587646484","96","3300","CLE@TOR","TOR","CLE","","","","",""
"37097-11129","OF","Jason","Jason Heyward","Heyward","9.895604395604396","91","3300","CHC@SFG","CHC","SFG","","","","",""
"37097-52153","OF","David","David Dahl","Dahl","11.373033845022823","89","3300","COL@WAS","COL","WAS","","","","",""
"37097-52179","SS","J.P.","J.P. Crawford","Crawford","10.117391171662703","46","3300","TEX@SEA","SEA","TEX","","","","",""
"37097-83155","OF","Ramon","Ramon Laureano","Laureano","11.217171717171718","99","3300","OAK@HOU","OAK","HOU","","","","",""
"37097-110404","2B","Mike","Mike Brosseau","Brosseau","10.311764885397519","17","3300","BOS@TAM","TAM","BOS","","","","",""
"37097-38952","OF","Alex","Alex Dickerson","Dickerson","10.3","35","3200","CHC@SFG","SFG","CHC","","","","",""
"37097-12462","1B","Mitch","Mitch Moreland","Moreland","10.936170212765957","47","3200","BOS@TAM","BOS","TAM","IL","Quadriceps","","",""
"37097-13303","C","Yasmani","Yasmani Grandal","Grandal","10.710869830587637","92","3200","CIN@MIL","MIL","CIN","","","","",""
"37097-11443","1B","Justin","Justin Smoak","Smoak","9.770886384988133","79","3200","CLE@TOR","TOR","CLE","","","","",""
"37097-5359","SS","Elvis","Elvis Andrus","Andrus","11.329885197781968","87","3200","TEX@SEA","TEX","SEA","","","","",""
"37097-79093","OF","Eloy","Eloy Jimenez","Jimenez","10.025373316522854","67","3200","MIA@CWS","CWS","MIA","IL","Elbow","","",""
"37097-5434","OF","Ryan","Ryan Braun","Braun","9.310869299847147","92","3200","CIN@MIL","MIL","CIN","DTD","Back","","",""
"37097-5488","1B","Joey","Joey Votto","Votto","8.743333604600695","90","3200","CIN@MIL","CIN","MIL","","","","",""
"37097-79230","OF","Bryan","Bryan Reynolds","Reynolds","10.042666829427084","75","3200","STL@PIT","PIT","STL","","","","",""
"37097-79273","3B","Vladimir","Vladimir Guerrero Jr.","Guerrero Jr.","8.847142682756697","70","3200","CLE@TOR","TOR","CLE","","","","",""
"37097-13851","1B","Danny","Danny Santana","Santana","11.105633802816902","71","3200","TEX@SEA","TEX","SEA","","","","",""
"37097-13909","OF","Randal","Randal Grichuk","Grichuk","8.970967610677084","93","3200","CLE@TOR","TOR","CLE","","","","",""
"37097-53725","3B","Renato","Renato Nunez","Nunez","10.070967479418682","93","3100","BAL@ARI","BAL","ARI","","","","",""
"37097-12925","2B","Jason","Jason Kipnis","Kipnis","8.41298685445414","77","3100","CLE@TOR","CLE","TOR","","","","",""
"37097-68492","C","Chance","Chance Sisco","Sisco","11.188461303710938","26","3100","BAL@ARI","BAL","ARI","","","","",""
"37097-68514","2B","Ryan","Ryan McMahon","McMahon","9.18641945167824","81","3100","COL@WAS","COL","WAS","","","","",""
"37097-38112","3B","Gio","Gio Urshela","Urshela","8.85625","80","3100","NYY@MIN","NYY","MIN","","","","",""
"37097-85285","1B","Nate","Nate Lowe","Lowe","10.956521739130435","23","3100","BOS@TAM","TAM","BOS","","","","",""
"37097-73023","OF","Teoscar","Teoscar Hernandez","Hernandez","8.450000339084202","72","3100","CLE@TOR","TOR","CLE","","","","",""
"37097-14038","OF","Khris","Khris Davis","Davis","9.517073468464178","82","3100","OAK@HOU","OAK","HOU","","","","",""
"37097-53033","OF","Mike","Mike Yastrzemski","Yastrzemski","9.523404385181184","47","3100","CHC@SFG","SFG","CHC","","","","",""
"37097-38842","OF","Mallex","Mallex Smith","Smith","10.34375","80","3100","TEX@SEA","SEA","TEX","","","","",""
"37097-39086","OF","Byron","Byron Buxton","Buxton","10.474666341145833","75","3000","NYY@MIN","MIN","NYY","IL","Concussion","","",""
"37097-12577","OF","Jarrod","Jarrod Dyson","Dyson","9.132051125550882","78","3000","BAL@ARI","ARI","BAL","","","","",""
"37097-16947","2B","Jonathan","Jonathan Schoop","Schoop","9.858750152587891","80","3000","NYY@MIN","MIN","NYY","","","","",""
"37097-80485","OF","Austin","Austin Slater","Slater","11.214285714285714","14","3000","CHC@SFG","SFG","CHC","","","","",""
"37097-12961","SS","Brandon","Brandon Crawford","Crawford","8.178888617621528","90","3000","CHC@SFG","SFG","CHC","","","","",""
"37097-12985","OF","Avisail","Avisail Garcia","Garcia","10.536470301011029","85","3000","BOS@TAM","TAM","BOS","","","","",""
"37097-17171","C","James","James McCann","McCann","9.971830985915492","71","3000","MIA@CWS","CWS","MIA","","","","",""
"37097-13152","3B","Matt","Matt Carpenter","Carpenter","9.174073772665896","81","3000","STL@PIT","STL","PIT","IL","Foot","","",""
"37097-5094","1B","Daniel","Daniel Murphy","Murphy","9.757534079355736","73","3000","COL@WAS","COL","WAS","","","","",""
"37097-5262","OF","Adam","Adam Jones","Jones","9.559550424640099","89","3000","BAL@ARI","ARI","BAL","","","","",""
"37097-21666","1B","Mark","Mark Canha","Canha","10.342423872514205","66","3000","OAK@HOU","OAK","HOU","","","","",""
"37097-21705","SS","Marcus","Marcus Semien","Semien","11.45800048828125","100","3000","OAK@HOU","OAK","HOU","","","","",""
"37097-79087","1B","Michael","Michael Chavis","Chavis","10.633333646334135","78","3000","BOS@TAM","BOS","TAM","DTD","Back","","",""
"37097-70898","2B","Adam","Adam Frazier","Frazier","8.379775143741222","89","3000","STL@PIT","PIT","STL","","","","",""
"37097-38293","OF","Tyler","Tyler Naquin","Naquin","8.541935090095766","62","3000","CLE@TOR","CLE","TOR","","","","",""
"37097-38326","OF","Nomar","Nomar Mazara","Mazara","10.065517381690015","87","3000","TEX@SEA","TEX","SEA","","","","",""
"37097-13841","SS","Didi","Didi Gregorius","Gregorius","9.393332926432292","30","3000","NYY@MIN","NYY","MIN","","","","",""
"37097-6319","OF","Ian","Ian Desmond","Desmond","9.2761362249201","88","2900","COL@WAS","COL","WAS","","","","",""
"37097-110911","2B","Robel","Robel Garcia","Garcia","10.772727272727273","11","2900","CHC@SFG","CHC","SFG","","","","",""
"37097-12900","1B","Brandon","Brandon Belt","Belt","9.364583333333334","96","2900","CHC@SFG","SFG","CHC","","","","",""
"37097-12977","1B","Eric","Eric Thames","Thames","8.214285714285714","91","2900","CIN@MIL","MIL","CIN","","","","",""
"37097-12988","C","Robinson","Robinson Chirinos","Chirinos","9.358441241375811","77","2900","OAK@HOU","HOU","OAK","","","","",""
"37097-13099","C","Travis","Travis d'Arnaud","d'Arnaud","8.90370347764757","54","2900","BOS@TAM","TAM","BOS","","","","",""
"37097-52157","C","Tom","Tom Murphy","Murphy","8.894999694824218","40","2900","TEX@SEA","SEA","TEX","","","","",""
"37097-5062","1B","Ryan","Ryan Zimmerman","Zimmerman","8.184374809265137","32","2900","COL@WAS","WAS","COL","","","","",""
"37097-13262","2B","Jurickson","Jurickson Profar","Profar","9.049999858057776","86","2900","OAK@HOU","OAK","HOU","","","","",""
"37097-17382","OF","Gregory","Gregory Polanco","Polanco","9.16904776436942","42","2900","STL@PIT","PIT","STL","IL","Shoulder","","",""
"37097-11326","3B","Tim","Tim Beckham","Beckham","8.794737163342928","76","2900","TEX@SEA","SEA","TEX","","","","",""
"37097-13378","SS","Leury","Leury Garcia","Garcia","9.36250027743253","88","2900","MIA@CWS","CWS","MIA","","","","",""
"37097-21612","SS","Nick","Nick Ahmed","Ahmed","9.082474226804123","97","2900","BAL@ARI","ARI","BAL","","","","",""
"37097-13430","SS","Jonathan","Jonathan Villar","Villar","10.344897834622131","98","2900","BAL@ARI","BAL","ARI","","","","",""
"37097-38196","3B","Jake","Jake Lamb","Lamb","8.613636363636363","22","2900","BAL@ARI","ARI","BAL","","","","",""
"37097-79170","OF","Willie","Willie Calhoun","Calhoun","9.48076923076923","26","2900","TEX@SEA","TEX","SEA","","","","",""
"37097-79218","SS","Kevin","Kevin Newman","Newman","9.152857317243303","70","2900","STL@PIT","PIT","STL","","","","",""
"37097-13706","OF","Adam","Adam Eaton","Eaton","9.446236559139784","93","2900","COL@WAS","WAS","COL","","","","",""
"37097-38299","OF","Kevin","Kevin Pillar","Pillar","9.095959595959595","99","2900","CHC@SFG","SFG","CHC","","","","",""
"37097-5948","OF","Brett","Brett Gardner","Gardner","9.996739263119904","92","2900","NYY@MIN","NYY","MIN","DTD","Knee","","",""
"37097-108450","3B","Tommy","Tommy Edman","Edman","8.38275883115571","29","2900","STL@PIT","STL","PIT","","","","",""
